time	time	departures_all	arrivals_all	stuck_all	en-route_all	departures_car	arrivals_car	stuck_car	en-route_car	departures_walk	arrivals_walk	stuck_walk	en-route_walk
03:35:00	12900	0	0	0	0	0	0	0	0	0	0	0	0
03:40:00	13200	0	0	0	0	0	0	0	0	0	0	0	0
03:45:00	13500	0	0	0	0	0	0	0	0	0	0	0	0
03:50:00	13800	0	0	0	0	0	0	0	0	0	0	0	0
03:55:00	14100	0	0	0	0	0	0	0	0	0	0	0	0
04:00:00	14400	0	0	0	0	0	0	0	0	0	0	0	0
04:05:00	14700	0	0	0	0	0	0	0	0	0	0	0	0
04:10:00	15000	0	0	0	0	0	0	0	0	0	0	0	0
04:15:00	15300	0	0	0	0	0	0	0	0	0	0	0	0
04:20:00	15600	0	0	0	0	0	0	0	0	0	0	0	0
04:25:00	15900	0	0	0	0	0	0	0	0	0	0	0	0
04:30:00	16200	0	0	0	0	0	0	0	0	0	0	0	0
04:35:00	16500	0	0	0	0	0	0	0	0	0	0	0	0
04:40:00	16800	0	0	0	0	0	0	0	0	0	0	0	0
04:45:00	17100	0	0	0	0	0	0	0	0	0	0	0	0
04:50:00	17400	0	0	0	0	0	0	0	0	0	0	0	0
04:55:00	17700	0	0	0	0	0	0	0	0	0	0	0	0
05:00:00	18000	0	0	0	0	0	0	0	0	0	0	0	0
05:05:00	18300	0	0	0	0	0	0	0	0	0	0	0	0
05:10:00	18600	0	0	0	0	0	0	0	0	0	0	0	0
05:15:00	18900	0	0	0	0	0	0	0	0	0	0	0	0
05:20:00	19200	0	0	0	0	0	0	0	0	0	0	0	0
05:25:00	19500	0	0	0	0	0	0	0	0	0	0	0	0
05:30:00	19800	0	0	0	0	0	0	0	0	0	0	0	0
05:35:00	20100	0	0	0	0	0	0	0	0	0	0	0	0
05:40:00	20400	0	0	0	0	0	0	0	0	0	0	0	0
05:45:00	20700	0	0	0	0	0	0	0	0	0	0	0	0
05:50:00	21000	0	0	0	0	0	0	0	0	0	0	0	0
05:55:00	21300	0	0	0	0	0	0	0	0	0	0	0	0
06:00:00	21600	0	0	0	0	0	0	0	0	0	0	0	0
06:05:00	21900	0	0	0	0	0	0	0	0	0	0	0	0
06:10:00	22200	0	0	0	0	0	0	0	0	0	0	0	0
06:15:00	22500	0	0	0	0	0	0	0	0	0	0	0	0
06:20:00	22800	0	0	0	0	0	0	0	0	0	0	0	0
06:25:00	23100	0	0	0	0	0	0	0	0	0	0	0	0
06:30:00	23400	0	0	0	0	0	0	0	0	0	0	0	0
06:35:00	23700	0	0	0	0	0	0	0	0	0	0	0	0
06:40:00	24000	0	0	0	0	0	0	0	0	0	0	0	0
06:45:00	24300	0	0	0	0	0	0	0	0	0	0	0	0
06:50:00	24600	0	0	0	0	0	0	0	0	0	0	0	0
06:55:00	24900	0	0	0	0	0	0	0	0	0	0	0	0
07:00:00	25200	0	0	0	0	0	0	0	0	0	0	0	0
07:05:00	25500	0	0	0	0	0	0	0	0	0	0	0	0
07:10:00	25800	0	0	0	0	0	0	0	0	0	0	0	0
07:15:00	26100	0	0	0	0	0	0	0	0	0	0	0	0
07:20:00	26400	0	0	0	0	0	0	0	0	0	0	0	0
07:25:00	26700	0	0	0	0	0	0	0	0	0	0	0	0
07:30:00	27000	0	0	0	0	0	0	0	0	0	0	0	0
07:35:00	27300	0	0	0	0	0	0	0	0	0	0	0	0
07:40:00	27600	0	0	0	0	0	0	0	0	0	0	0	0
07:45:00	27900	0	0	0	0	0	0	0	0	0	0	0	0
07:50:00	28200	0	0	0	0	0	0	0	0	0	0	0	0
07:55:00	28500	0	0	0	0	0	0	0	0	0	0	0	0
08:00:00	28800	42	7	0	35	7	0	0	7	35	7	0	28
08:05:00	29100	49	14	0	70	14	0	0	21	35	14	0	49
08:10:00	29400	49	14	0	105	14	0	0	35	35	14	0	70
08:15:00	29700	49	14	0	140	0	14	0	21	49	0	0	119
08:20:00	30000	63	28	0	175	14	14	0	21	49	14	0	154
08:25:00	30300	49	14	0	210	7	7	0	21	42	7	0	189
08:30:00	30600	63	28	0	245	21	7	0	35	42	21	0	210
08:35:00	30900	42	7	0	280	0	7	0	28	42	0	0	252
08:40:00	31200	42	7	0	315	0	7	0	21	42	0	0	294
08:45:00	31500	56	21	0	350	14	7	0	28	42	14	0	322
08:50:00	31800	49	14	0	385	14	0	0	42	35	14	0	343
08:55:00	32100	42	7	0	420	0	7	0	35	42	0	0	385
09:00:00	32400	56	21	0	455	14	7	0	42	42	14	0	413
09:05:00	32700	49	14	0	490	7	7	0	42	42	7	0	448
09:10:00	33000	49	14	0	525	7	7	0	42	42	7	0	483
09:15:00	33300	42	7	0	560	0	7	0	35	42	0	0	525
09:20:00	33600	49	14	0	595	7	7	0	35	42	7	0	560
09:25:00	33900	49	14	0	630	14	0	0	49	35	14	0	581
09:30:00	34200	49	14	0	665	7	7	0	49	42	7	0	616
09:35:00	34500	42	7	0	700	7	0	0	56	35	7	0	644
09:40:00	34800	14	14	0	700	0	14	0	42	14	0	0	658
09:45:00	35100	7	7	0	700	0	7	0	35	7	0	0	665
09:50:00	35400	7	7	0	700	0	7	0	28	7	0	0	672
09:55:00	35700	0	0	0	700	0	0	0	28	0	0	0	672
10:00:00	36000	0	0	0	700	0	0	0	28	0	0	0	672
10:05:00	36300	0	0	0	700	0	0	0	28	0	0	0	672
10:10:00	36600	0	7	0	693	0	0	0	28	0	7	0	665
10:15:00	36900	0	14	0	679	0	0	0	28	0	14	0	651
10:20:00	37200	0	14	0	665	0	0	0	28	0	14	0	637
10:25:00	37500	0	0	0	665	0	0	0	28	0	0	0	637
10:30:00	37800	0	14	0	651	0	0	0	28	0	14	0	623
10:35:00	38100	0	0	0	651	0	0	0	28	0	0	0	623
10:40:00	38400	0	14	0	637	0	0	0	28	0	14	0	609
10:45:00	38700	0	0	0	637	0	0	0	28	0	0	0	609
10:50:00	39000	0	0	0	637	0	0	0	28	0	0	0	609
10:55:00	39300	0	14	0	623	0	0	0	28	0	14	0	595
11:00:00	39600	0	7	0	616	0	0	0	28	0	7	0	588
11:05:00	39900	0	0	0	616	0	0	0	28	0	0	0	588
11:10:00	40200	0	14	0	602	0	0	0	28	0	14	0	574
11:15:00	40500	0	7	0	595	0	0	0	28	0	7	0	567
11:20:00	40800	0	0	0	595	0	0	0	28	0	0	0	567
11:25:00	41100	0	0	0	595	0	0	0	28	0	0	0	567
11:30:00	41400	0	28	0	567	0	0	0	28	0	28	0	539
11:35:00	41700	0	28	0	539	0	0	0	28	0	28	0	511
11:40:00	42000	0	42	0	497	0	0	0	28	0	42	0	469
11:45:00	42300	0	28	0	469	0	0	0	28	0	28	0	441
11:50:00	42600	0	28	0	441	0	0	0	28	0	28	0	413
11:55:00	42900	0	28	0	413	0	0	0	28	0	28	0	385
12:00:00	43200	0	14	0	399	0	0	0	28	0	14	0	371
12:05:00	43500	0	28	0	371	0	0	0	28	0	28	0	343
12:10:00	43800	0	35	0	336	0	0	0	28	0	35	0	308
12:15:00	44100	0	21	0	315	0	0	0	28	0	21	0	287
12:20:00	44400	0	28	0	287	0	0	0	28	0	28	0	259
12:25:00	44700	0	28	0	259	0	0	0	28	0	28	0	231
12:30:00	45000	0	21	0	238	0	0	0	28	0	21	0	210
12:35:00	45300	0	35	0	203	0	0	0	28	0	35	0	175
12:40:00	45600	0	21	0	182	0	0	0	28	0	21	0	154
12:45:00	45900	0	35	0	147	0	0	0	28	0	35	0	119
12:50:00	46200	0	28	0	119	0	0	0	28	0	28	0	91
12:55:00	46500	0	35	0	84	0	0	0	28	0	35	0	56
13:00:00	46800	0	21	0	63	0	0	0	28	0	21	0	35
13:05:00	47100	0	28	0	35	0	0	0	28	0	28	0	7
13:10:00	47400	0	7	0	28	0	0	0	28	0	7	0	0
13:15:00	47700	0	0	0	28	0	0	0	28	0	0	0	0
13:20:00	48000	0	0	0	28	0	0	0	28	0	0	0	0
13:25:00	48300	0	0	0	28	0	0	0	28	0	0	0	0
13:30:00	48600	0	0	0	28	0	0	0	28	0	0	0	0
13:35:00	48900	0	0	0	28	0	0	0	28	0	0	0	0
13:40:00	49200	0	0	0	28	0	0	0	28	0	0	0	0
13:45:00	49500	0	0	0	28	0	0	0	28	0	0	0	0
13:50:00	49800	0	0	0	28	0	0	0	28	0	0	0	0
13:55:00	50100	0	0	0	28	0	0	0	28	0	0	0	0
14:00:00	50400	0	0	0	28	0	0	0	28	0	0	0	0
14:05:00	50700	0	0	0	28	0	0	0	28	0	0	0	0
14:10:00	51000	0	0	0	28	0	0	0	28	0	0	0	0
14:15:00	51300	0	0	0	28	0	0	0	28	0	0	0	0
14:20:00	51600	0	0	0	28	0	0	0	28	0	0	0	0
14:25:00	51900	0	0	0	28	0	0	0	28	0	0	0	0
14:30:00	52200	0	0	0	28	0	0	0	28	0	0	0	0
14:35:00	52500	0	0	0	28	0	0	0	28	0	0	0	0
14:40:00	52800	0	0	0	28	0	0	0	28	0	0	0	0
14:45:00	53100	0	0	0	28	0	0	0	28	0	0	0	0
14:50:00	53400	0	0	0	28	0	0	0	28	0	0	0	0
14:55:00	53700	0	0	0	28	0	0	0	28	0	0	0	0
15:00:00	54000	0	0	0	28	0	0	0	28	0	0	0	0
15:05:00	54300	0	0	0	28	0	0	0	28	0	0	0	0
15:10:00	54600	0	0	0	28	0	0	0	28	0	0	0	0
15:15:00	54900	0	0	0	28	0	0	0	28	0	0	0	0
15:20:00	55200	0	0	0	28	0	0	0	28	0	0	0	0
15:25:00	55500	0	0	0	28	0	0	0	28	0	0	0	0
15:30:00	55800	0	0	0	28	0	0	0	28	0	0	0	0
15:35:00	56100	0	0	0	28	0	0	0	28	0	0	0	0
15:40:00	56400	0	0	0	28	0	0	0	28	0	0	0	0
15:45:00	56700	0	0	0	28	0	0	0	28	0	0	0	0
15:50:00	57000	0	0	0	28	0	0	0	28	0	0	0	0
15:55:00	57300	0	0	0	28	0	0	0	28	0	0	0	0
16:00:00	57600	35	0	0	63	0	0	0	28	35	0	0	35
16:05:00	57900	35	0	0	98	0	0	0	28	35	0	0	70
16:10:00	58200	35	0	0	133	0	0	0	28	35	0	0	105
16:15:00	58500	35	0	0	168	0	0	0	28	35	0	0	140
16:20:00	58800	35	0	0	203	0	0	0	28	35	0	0	175
16:25:00	59100	28	0	0	231	0	0	0	28	28	0	0	203
16:30:00	59400	28	0	0	259	0	0	0	28	28	0	0	231
16:35:00	59700	35	0	0	294	0	0	0	28	35	0	0	266
16:40:00	60000	35	0	0	329	0	0	0	28	35	0	0	301
16:45:00	60300	35	0	0	364	0	0	0	28	35	0	0	336
16:50:00	60600	28	0	0	392	0	0	0	28	28	0	0	364
16:55:00	60900	35	0	0	427	0	0	0	28	35	0	0	399
17:00:00	61200	35	0	0	462	0	0	0	28	35	0	0	434
17:05:00	61500	35	0	0	497	0	0	0	28	35	0	0	469
17:10:00	61800	28	0	0	525	0	0	0	28	28	0	0	497
17:15:00	62100	35	0	0	560	0	0	0	28	35	0	0	532
17:20:00	62400	35	0	0	595	0	0	0	28	35	0	0	567
17:25:00	62700	35	0	0	630	0	0	0	28	35	0	0	602
17:30:00	63000	35	0	0	665	0	0	0	28	35	0	0	637
17:35:00	63300	35	0	0	700	0	0	0	28	35	0	0	672
17:40:00	63600	0	0	0	700	0	0	0	28	0	0	0	672
17:45:00	63900	0	0	0	700	0	0	0	28	0	0	0	672
17:50:00	64200	0	0	0	700	0	0	0	28	0	0	0	672
17:55:00	64500	7	7	0	700	7	0	0	35	0	7	0	665
18:00:00	64800	14	14	0	700	14	0	0	49	0	14	0	651
18:05:00	65100	7	7	0	700	7	0	0	56	0	7	0	644
18:10:00	65400	28	49	0	679	7	21	0	42	21	28	0	637
18:15:00	65700	14	14	0	679	14	0	0	56	0	14	0	623
18:20:00	66000	14	28	0	665	0	14	0	42	14	14	0	623
18:25:00	66300	21	21	0	665	14	7	0	49	7	14	0	616
18:30:00	66600	7	21	0	651	0	7	0	42	7	14	0	609
18:35:00	66900	14	21	0	644	0	14	0	28	14	7	0	616
18:40:00	67200	14	21	0	637	14	0	0	42	0	21	0	595
18:45:00	67500	7	7	0	637	7	0	0	49	0	7	0	588
18:50:00	67800	14	21	0	630	0	14	0	35	14	7	0	595
18:55:00	68100	21	35	0	616	14	7	0	42	7	28	0	574
19:00:00	68400	0	0	0	616	0	0	0	42	0	0	0	574
19:05:00	68700	21	28	0	609	7	14	0	35	14	14	0	574
19:10:00	69000	0	7	0	602	0	0	0	35	0	7	0	567
19:15:00	69300	14	21	0	595	7	7	0	35	7	14	0	560
19:20:00	69600	7	7	0	595	7	0	0	42	0	7	0	553
19:25:00	69900	21	21	0	595	14	7	0	49	7	14	0	546
19:30:00	70200	7	35	0	567	7	0	0	56	0	35	0	511
19:35:00	70500	14	42	0	539	0	14	0	42	14	28	0	497
19:40:00	70800	7	49	0	497	0	7	0	35	7	42	0	462
19:45:00	71100	7	35	0	469	0	7	0	28	7	28	0	441
19:50:00	71400	0	28	0	441	0	0	0	28	0	28	0	413
19:55:00	71700	0	28	0	413	0	0	0	28	0	28	0	385
20:00:00	72000	0	14	0	399	0	0	0	28	0	14	0	371
20:05:00	72300	0	28	0	371	0	0	0	28	0	28	0	343
20:10:00	72600	0	35	0	336	0	0	0	28	0	35	0	308
20:15:00	72900	0	21	0	315	0	0	0	28	0	21	0	287
20:20:00	73200	0	28	0	287	0	0	0	28	0	28	0	259
20:25:00	73500	0	28	0	259	0	0	0	28	0	28	0	231
20:30:00	73800	0	21	0	238	0	0	0	28	0	21	0	210
20:35:00	74100	0	35	0	203	0	0	0	28	0	35	0	175
20:40:00	74400	0	21	0	182	0	0	0	28	0	21	0	154
20:45:00	74700	0	35	0	147	0	0	0	28	0	35	0	119
20:50:00	75000	0	28	0	119	0	0	0	28	0	28	0	91
20:55:00	75300	0	35	0	84	0	0	0	28	0	35	0	56
21:00:00	75600	0	21	0	63	0	0	0	28	0	21	0	35
21:05:00	75900	0	28	0	35	0	0	0	28	0	28	0	7
21:10:00	76200	0	7	0	28	0	0	0	28	0	7	0	0
21:15:00	76500	0	0	0	28	0	0	0	28	0	0	0	0
21:20:00	76800	0	0	0	28	0	0	0	28	0	0	0	0
21:25:00	77100	0	0	0	28	0	0	0	28	0	0	0	0
21:30:00	77400	0	0	0	28	0	0	0	28	0	0	0	0
21:35:00	77700	0	0	0	28	0	0	0	28	0	0	0	0
21:40:00	78000	0	0	0	28	0	0	0	28	0	0	0	0
21:45:00	78300	0	0	0	28	0	0	0	28	0	0	0	0
21:50:00	78600	0	0	0	28	0	0	0	28	0	0	0	0
21:55:00	78900	0	0	0	28	0	0	0	28	0	0	0	0
22:00:00	79200	0	0	0	28	0	0	0	28	0	0	0	0
22:05:00	79500	0	0	0	28	0	0	0	28	0	0	0	0
22:10:00	79800	0	0	0	28	0	0	0	28	0	0	0	0
22:15:00	80100	0	0	0	28	0	0	0	28	0	0	0	0
22:20:00	80400	0	0	0	28	0	0	0	28	0	0	0	0
22:25:00	80700	0	0	0	28	0	0	0	28	0	0	0	0
22:30:00	81000	0	0	0	28	0	0	0	28	0	0	0	0
22:35:00	81300	0	0	0	28	0	0	0	28	0	0	0	0
22:40:00	81600	0	0	0	28	0	0	0	28	0	0	0	0
22:45:00	81900	0	0	0	28	0	0	0	28	0	0	0	0
22:50:00	82200	0	0	0	28	0	0	0	28	0	0	0	0
22:55:00	82500	0	0	0	28	0	0	0	28	0	0	0	0
23:00:00	82800	0	0	0	28	0	0	0	28	0	0	0	0
23:05:00	83100	0	0	0	28	0	0	0	28	0	0	0	0
23:10:00	83400	0	0	0	28	0	0	0	28	0	0	0	0
23:15:00	83700	0	0	0	28	0	0	0	28	0	0	0	0
23:20:00	84000	0	0	0	28	0	0	0	28	0	0	0	0
23:25:00	84300	0	0	0	28	0	0	0	28	0	0	0	0
23:30:00	84600	0	0	0	28	0	0	0	28	0	0	0	0
23:35:00	84900	0	0	0	28	0	0	0	28	0	0	0	0
23:40:00	85200	0	0	0	28	0	0	0	28	0	0	0	0
23:45:00	85500	0	0	0	28	0	0	0	28	0	0	0	0
23:50:00	85800	0	0	0	28	0	0	0	28	0	0	0	0
23:55:00	86100	0	0	0	28	0	0	0	28	0	0	0	0
24:00:00	86400	0	0	0	28	0	0	0	28	0	0	0	0
24:05:00	86700	0	0	0	28	0	0	0	28	0	0	0	0
24:10:00	87000	0	0	0	28	0	0	0	28	0	0	0	0
24:15:00	87300	0	0	0	28	0	0	0	28	0	0	0	0
24:20:00	87600	0	0	0	28	0	0	0	28	0	0	0	0
24:25:00	87900	0	0	0	28	0	0	0	28	0	0	0	0
24:30:00	88200	0	0	0	28	0	0	0	28	0	0	0	0
24:35:00	88500	0	0	0	28	0	0	0	28	0	0	0	0
24:40:00	88800	0	0	0	28	0	0	0	28	0	0	0	0
24:45:00	89100	0	0	0	28	0	0	0	28	0	0	0	0
24:50:00	89400	0	0	0	28	0	0	0	28	0	0	0	0
24:55:00	89700	0	0	0	28	0	0	0	28	0	0	0	0
25:00:00	90000	0	0	0	28	0	0	0	28	0	0	0	0
25:05:00	90300	0	0	0	28	0	0	0	28	0	0	0	0
25:10:00	90600	0	0	0	28	0	0	0	28	0	0	0	0
25:15:00	90900	0	0	0	28	0	0	0	28	0	0	0	0
25:20:00	91200	0	0	0	28	0	0	0	28	0	0	0	0
25:25:00	91500	0	0	0	28	0	0	0	28	0	0	0	0
25:30:00	91800	0	0	0	28	0	0	0	28	0	0	0	0
25:35:00	92100	0	0	0	28	0	0	0	28	0	0	0	0
25:40:00	92400	0	0	0	28	0	0	0	28	0	0	0	0
25:45:00	92700	0	0	0	28	0	0	0	28	0	0	0	0
25:50:00	93000	0	0	0	28	0	0	0	28	0	0	0	0
25:55:00	93300	0	0	0	28	0	0	0	28	0	0	0	0
26:00:00	93600	0	0	0	28	0	0	0	28	0	0	0	0
26:05:00	93900	0	0	0	28	0	0	0	28	0	0	0	0
26:10:00	94200	0	0	0	28	0	0	0	28	0	0	0	0
26:15:00	94500	0	0	0	28	0	0	0	28	0	0	0	0
26:20:00	94800	0	0	0	28	0	0	0	28	0	0	0	0
26:25:00	95100	0	0	0	28	0	0	0	28	0	0	0	0
26:30:00	95400	0	0	0	28	0	0	0	28	0	0	0	0
26:35:00	95700	0	0	0	28	0	0	0	28	0	0	0	0
26:40:00	96000	0	0	0	28	0	0	0	28	0	0	0	0
26:45:00	96300	0	0	0	28	0	0	0	28	0	0	0	0
26:50:00	96600	0	0	0	28	0	0	0	28	0	0	0	0
26:55:00	96900	0	0	0	28	0	0	0	28	0	0	0	0
27:00:00	97200	0	0	0	28	0	0	0	28	0	0	0	0
27:05:00	97500	0	0	0	28	0	0	0	28	0	0	0	0
27:10:00	97800	0	0	0	28	0	0	0	28	0	0	0	0
27:15:00	98100	0	0	0	28	0	0	0	28	0	0	0	0
27:20:00	98400	0	0	0	28	0	0	0	28	0	0	0	0
27:25:00	98700	0	0	0	28	0	0	0	28	0	0	0	0
27:30:00	99000	0	0	0	28	0	0	0	28	0	0	0	0
27:35:00	99300	0	0	0	28	0	0	0	28	0	0	0	0
27:40:00	99600	0	0	0	28	0	0	0	28	0	0	0	0
27:45:00	99900	0	0	0	28	0	0	0	28	0	0	0	0
27:50:00	100200	0	0	0	28	0	0	0	28	0	0	0	0
27:55:00	100500	0	0	0	28	0	0	0	28	0	0	0	0
28:00:00	100800	0	0	0	28	0	0	0	28	0	0	0	0
28:05:00	101100	0	0	0	28	0	0	0	28	0	0	0	0
28:10:00	101400	0	0	0	28	0	0	0	28	0	0	0	0
28:15:00	101700	0	0	0	28	0	0	0	28	0	0	0	0
28:20:00	102000	0	0	0	28	0	0	0	28	0	0	0	0
28:25:00	102300	0	0	0	28	0	0	0	28	0	0	0	0
28:30:00	102600	0	0	0	28	0	0	0	28	0	0	0	0
28:35:00	102900	0	0	0	28	0	0	0	28	0	0	0	0
28:40:00	103200	0	0	0	28	0	0	0	28	0	0	0	0
28:45:00	103500	0	0	0	28	0	0	0	28	0	0	0	0
28:50:00	103800	0	0	0	28	0	0	0	28	0	0	0	0
28:55:00	104100	0	0	0	28	0	0	0	28	0	0	0	0
29:00:00	104400	0	0	0	28	0	0	0	28	0	0	0	0
29:05:00	104700	0	0	0	28	0	0	0	28	0	0	0	0
29:10:00	105000	0	0	0	28	0	0	0	28	0	0	0	0
29:15:00	105300	0	0	0	28	0	0	0	28	0	0	0	0
29:20:00	105600	0	0	0	28	0	0	0	28	0	0	0	0
29:25:00	105900	0	0	0	28	0	0	0	28	0	0	0	0
29:30:00	106200	0	0	0	28	0	0	0	28	0	0	0	0
29:35:00	106500	0	0	0	28	0	0	0	28	0	0	0	0
29:40:00	106800	0	0	0	28	0	0	0	28	0	0	0	0
29:45:00	107100	0	0	0	28	0	0	0	28	0	0	0	0
29:50:00	107400	0	0	0	28	0	0	0	28	0	0	0	0
29:55:00	107700	0	0	0	28	0	0	0	28	0	0	0	0
30:00:00	108000	0	0	28	0	0	0	28	0	0	0	0	0
30:05:00	108300	0	0	0	0	0	0	0	0	0	0	0	0
